index,topic,requires,difficulty,content,question,Failed_Models_Count,Model,target
preference-preferences_choung_500-preference_choung_500,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_500.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(=O)N1CC2(CCN(C)C2)c2ccccc21[END_SMILES]: 0, [START_SMILES]Cc1noc(C)c1C(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1[END_SMILES]: 1"
preference-preferences_choung_51-preference_choung_51,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_51.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CNS(=O)(=O)c1cccc(C(C)NCc2cccc(O)c2)c1[END_SMILES]: 0, [START_SMILES]Cc1n[n+](CCCC(=O)O)c(N)cc1-c1ccccc1[END_SMILES]: 1"
preference-preferences_choung_513-preference_choung_513,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_513.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCCCCCCC/C=C\CCCCCCCc1nnc(Nc2ccccc2)s1[END_SMILES]: 1, [START_SMILES]O=C(CCCc1ccccc1)c1ccccc1[END_SMILES]: 0"
preference-preferences_choung_519-preference_choung_519,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_519.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC1=C(O)C(C)(Cc2ccc(-c3ccccc3)cc2)SC1=O[END_SMILES]: 0, [START_SMILES]CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(SCC(=O)O)c(F)c3)c(F)c2)ccn1[END_SMILES]: 1"
preference-preferences_choung_532-preference_choung_532,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_532.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(=O)NNc1nc(-c2ccccc2)cs1[END_SMILES]: 0, [START_SMILES]Cc1c(C(=O)Nc2cccc(C(F)(F)F)c2)cc(C(C)(C)C)n1C1CCN(S(C)(=O)=O)CC1[END_SMILES]: 1"
preference-preferences_choung_386-preference_choung_386,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_386.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCOc1ccc2c(C)c(Cl)c(=O)oc2c1[END_SMILES]: 0, [START_SMILES]Cc1ccc(Cl)c(OC(=O)C2CSC3(C)CCC(=O)N23)c1[END_SMILES]: 1"
preference-preferences_choung_388-preference_choung_388,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_388.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]C=C(c1ccccc1)[C@@]12CC[C@H](N)[C@@H]1CC(CCCCCC)=C2c1ccccc1[END_SMILES]: 0, [START_SMILES]CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4C[C@](C)(C(=O)O)CC[C@]4(C)CC[C@]23C)[C@]1(C)C(=O)O[END_SMILES]: 1"
preference-preferences_choung_400-preference_choung_400,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_400.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCC1N=C(N)N=C(N)N1c1ccc(C)cc1[END_SMILES]: 0, [START_SMILES]C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O[C@H]1CN(C)CC1CC1[END_SMILES]: 1"
preference-preferences_choung_402-preference_choung_402,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_402.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]COc1ccc(OC)c2nc(O)c(CCNC(=O)c3cc4ccccc4o3)cc12[END_SMILES]: 0, [START_SMILES]N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCO3[END_SMILES]: 1"
preference-preferences_choung_418-preference_choung_418,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_418.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCCCCCCCCCn1cc2c(N)ncnc2n1[END_SMILES]: 0, [START_SMILES]CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(SCC(=O)O)c(F)c3)c(F)c2)ccn1[END_SMILES]: 1"
preference-preferences_choung_42-preference_choung_42,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_42.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCCCNS(=O)(=O)CCNCc1ccc(OC)cc1[END_SMILES]: 0, [START_SMILES]COc1cc([C@H]2CC(=O)NCc3nc4ccccn4c32)cc2c1OCO2[END_SMILES]: 1"
preference-preferences_choung_43-preference_choung_43,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_43.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]COc1ccc(C#Cc2ccc3c(c2)[C@H]2[C@H](CCN2Cc2ccncc2)[C@@H](CO)N3)cc1[END_SMILES]: 0, [START_SMILES]Cc1nc2cnccc2n1C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)Cc3ccccc3)C2)CC1[END_SMILES]: 1"
preference-preferences_choung_430-preference_choung_430,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_430.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCCCOc1ccc(N(CC(=O)NCc2ccco2)C(=O)CCC(=O)Nc2nccs2)cc1[END_SMILES]: 0, [START_SMILES]O=C(COc1ccc(S(=O)(=O)N2CCOCC2)cc1)Nc1cccc([N+](=O)[O-])c1[END_SMILES]: 1"
preference-preferences_choung_307-preference_choung_307,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_307.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]O=C(CSc1ccccc1)Nc1ccccc1N1CCOCC1[END_SMILES]: 0, [START_SMILES]O=C(c1ccc(F)cc1)C1CCN(CCCOc2ccc3c(=O)ccoc3c2)CC1[END_SMILES]: 1"
preference-preferences_choung_332-preference_choung_332,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_332.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC1CC(=O)Nc2ccccc2N1S(=O)(=O)c1ccc(C(F)(F)F)cc1[END_SMILES]: 0, [START_SMILES]CCCC(=O)Nc1ccc2c(c1)c(CC(=O)NCCN(C)C)c(C)n2C(=O)c1ccc(Br)cc1[END_SMILES]: 1"
preference-preferences_choung_337-preference_choung_337,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_337.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]COc1ccc(Cn2nccc2C(C)NS(=O)(=O)c2ccc(Cl)s2)cc1[END_SMILES]: 0, [START_SMILES]COc1ccc2nccc([C@@H](O)CN3CCC(NCCOc4cccc(C(F)(F)F)c4Cl)CC3)c2c1[END_SMILES]: 1"
preference-preferences_choung_343-preference_choung_343,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_343.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]O=C(CN1CCc2[nH]c3ccccc3c2C1)c1c[nH]c2ccccc12[END_SMILES]: 0, [START_SMILES]O=c1cc(-c2ccc3c(c2)OCO3)[nH]c2c(-c3cccnc3)c(O)nn12[END_SMILES]: 1"
preference-preferences_choung_353-preference_choung_353,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_353.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(C)c1cc[n+](-c2[nH]c(=O)sc2C=O)cc1[END_SMILES]: 0, [START_SMILES]CCCCc1cc2c(cn1)=C(OC(=O)C1CCCC1)C(C)(OC(=O)CC)C(=O)C=2[END_SMILES]: 1"
preference-preferences_choung_359-preference_choung_359,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_359.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1[END_SMILES]: 0, [START_SMILES]COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(C(=O)COc3ccccc3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O[END_SMILES]: 1"
preference-preferences_choung_370-preference_choung_370,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_370.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCN1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1[END_SMILES]: 0, [START_SMILES]O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc(S(=O)(=O)NC3CCCCC3)cc2)CC1[END_SMILES]: 1"
preference-preferences_choung_380-preference_choung_380,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_380.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(C)c1cc[n+](-c2[nH]c(=O)sc2C=O)cc1[END_SMILES]: 0, [START_SMILES]COCCOc1cc(/C=C/C(=O)NS(=O)(=O)CCC(C)C)n(Cc2ccc(C(F)(F)F)cc2Cl)n1[END_SMILES]: 1"
technical_chemistry-16-Technical_chemistry_16,Technical Chemistry,Knowledge,,Which of the following statements is/are true about granulation shaping of solid catalysts?,../data/technical_chemistry/16.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Broader product diameter distribution than pellets or extrudates: 0, Facilitates reactor upscaling: 1, It is also called snow-ball: 0, Not suitable to prepare egg-shell catalysts: 1"
technical_chemistry-17-Technical_chemistry_17,Technical Chemistry,Knowledge,,Which of the following statements is/are disadvantages of the spray drying shaping technique for solid catalysts?,../data/technical_chemistry/17.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","A slurry with certain rheological properties is required (for catalyst and additives): 1, Large installed volume.: 1, Only suitable to prepare micrometer-sized, suspendable, spherical particles.: 0, Only valid to prepare uniform particle shape and size.: 0"
tox_pharma_vienna-10-tox_pharma_vienna_10,Toxicity/Safety,Knowledge,,Which complexing agent is most suitable for oral therapy to release lead stored in the bone to flush out?,../data/safety/tox_pharma_vienna/10.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Aurinetricarboxylic acid: 0, BAL (dimercaprol): 0, Calcium or sodium EDTA: 1, D-penicillamine: 1, Dimercaptopropanesulfonate: 0"
toxicology_lmu-10-tox_lmu_10,Toxicity/Safety,Knowledge,,"In mines, people used to take birds with them during work. Why did they do this?",../data/safety/toxicology_lmu/10.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Birds are bioindicators for \ce{CO}: 1, Birds are bioindicators of toxic gases: 1, The metabolism in birds is faster than in humans and therefore toxic metabolites are formed more quickly: 0, The respiratory rate of birds is higher than that of humans and therefore a bird suffocates more quickly from \ce{CO} than a human being: 1"
toxicology_lmu-28-tox_lmu_28,Toxicity/Safety,Knowledge,,What statements about the toxicology of mercury are true?,../data/safety/toxicology_lmu/28.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","it depends on the pH value of urine: 0, it is based on stable binding to sulfur groups of proteins : 1, it is based on the displacement of essential metals from their natural binding sites: 0, it is enhanced by the fatlessness of elemental mercury: 1"
toxicology_lmu-6-tox_lmu_6,Toxicity/Safety,Knowledge,,"Loperamide (Imodium) is a morphine derivative. Morphine is used as a pain reliever, euphoricum (drug) and to relieve diarrhea. Why is Loperamid only used as an antidiarrheal?",../data/safety/toxicology_lmu/6.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Euphorica cannot be sold legally, diarrhea remedies are only available in pharmacies: 0, Loperamide has such an affinity for the morphine receptor that it does not have a euphoric effect : 0, Loperamide is not absorbed in the intestine and therefore only has a local effect: 1, operamide does not cross the blood-brain barrier: 1"
toxicology_lmu-7-tox_lmu_7,Toxicity/Safety,Reasoning,,"A Bangladeshi family drinks water from a well contaminated with arsenic. The wife falls ill, but the husband and children are fine. Therefore, no one in the village believes that the drinking water is contaminated. Why does the woman fall ill?",../data/safety/toxicology_lmu/7.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","there are genetic differences in the metabolism of metals and women are slow excretors: 0, women are more sensitive to arsenic than men: 0, women have more body fat than men and therefore accumulate more arsenic: 1, women need more water than men and therefore accumulate more arsenic: 0"
MSDS-9-MSDS_9,Toxicity/Safety,Knowledge,,What details are included in the section of the Material Safety Data Sheet (MSDS) that addresses the identification of hazards?,../data/safety/MSDS/9.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","The acute (short term) health effect: 1, The chronic (long term) health effect: 1, The signs and symptoms of exposure: 0, Toxicology of the chemical: 1"
reactive_groups-4_4-reactive_groups_4,Toxicity/Safety,Reasoning,difficulty-basic,What determines the flammability of polyols?,../data/reactive_groups/4_4.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Their chemical structure: 0, Their low volatility: 1, Their odor threshold: 0, Their reaction with acids: 0"
reactive_groups-60_8-reactive_groups_60,Organic Chemistry,Knowledge,difficulty-basic,What makes acrylates more reactive than typical hydrocarbons?,../data/reactive_groups/60_8.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","The carbonyl group: 0, The double bond: 0, The hydroxyl group: 0, The vinyl group: 1"
reasoning-IV-reasoning_question_4,Physical Chemistry,Calculation,,"The following enthalpy of reactions are known: \ce{B2H6 (g) + 3O2 (g) -> B2O3 (s) + 3H2O (g)}, $\Delta H = -\pu{-1941 kJ}$; \ce{4B (s) + 3O2 (g) -> B2O3 (g)}, $\Delta H = \pu{-4736 kJ}$; \ce{2H2 (g) + O2 (g) -> 2H2O (g)}, $\Delta H = -\pu{-483.6 kJ}$. Given this information, what is the molar enthalpy of formation of \ce{B2H6 (g)}?",../data/reasoning/IV.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",1152.4
reasoning-XXI-reasoning_question_21,Organic Chemistry,Knowledge,,"Which of these hormones, neurotransmitters, and chemicals activate a secondary signal for fatty acid synthesis regulation?",../data/reasoning/XXI.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","acetyl-CoA carboxylase: 1, cortisol: 0, epinephrine: 0, glucagon: 0, insulin: 0"
reasoning-XXX-reasoning_question_30,Physical Chemistry,Reasoning,difficulty-basic,Why are polar molecules more soluble in water than non-polar molecules?,../data/reasoning/XXX.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Non-polar molecules should break hydrogen bonds in water to dissolve: 1, The entropy of the system increases when non-polar molecules dissolve in water: 0, Water has a dipole and can easier isolate polar molecules from each other: 1, Water makes stable dipole-dipole interactions with polar molecules: 1"
reasoning-XXXI-reasoning_question_31,Analytical Chemistry,Knowledge and Reasoning,difficulty-advanced,"This is the list of the concentrations of solutions for the problem: \ce{CuSO4} (\pu{0.03 M}), \ce{KI} (\pu{0.02 M}), \ce{FeCl3} (\pu{0.02 M}), \ce{NH4OH} (\pu{0.4 M}), \ce{Na2CO3} (\pu{0.05 M}), \ce{Pb(NO3)2} (\pu{0.02 M}), \ce{KMnO4} (\pu{0.01 M}), \ce{HNO3} (\pu{0.05 M}), \ce{H2SO4} (\pu{0.02 M}), \ce{BaCl2} (\pu{0.01 M}), \ce{K2Cr2O7} (\pu{0.05 M}), \ce{Na2SO4} (\pu{0.05 M}), \ce{Na2S} (\pu{0.05 M}), \ce{Al(NO3)3} (\pu{0.03 M}), \ce{AgNO3} (\pu{0.02 M}), \ce{K2CrO4} (\pu{0.02 M}). There are six unlabeled beakers, each representing a single solution from the list or a mix of equal volumes of two of the solutions. Beakers are noted as (1), (2), (3), (4), (5), (6). You are doing a series of tests to identify the components of these beakers. When mixing (1) and (2) a yellow-brown precipitate is formed. When mixing (1) and (3) a bright yellow precipitate is observed. Mixing (2) and (3) results in a dark red precipitate. Mixing (2) and (4) results in the same red precipitate, and gas bubbles are observed. When mixing (3) and (5) a white precipitate is formed. However, when an excess of (5) is added to (3) the precipitate dissolves. Mixing (3) and (6) results in a white precipitate. Mixing (4) and (5) also results in a white precipitate. When (6) is added to the mixture of (4) and (5) the precipitate dissolves and gas bubbles can be observed. When mixing (4) and (6) the solution gets cloudy and gas bubbles can be observed. When adding an excess of (6) to the solution of (4) and (6) the solution becomes clear. Mixing (5) and (6) results in a white precipitate. When adding an excess of (6) to the solution of (5) and (6) the precipitate dissolves. Which of the following are in one of the original six unlabeled beakers?",../data/reasoning/XXXI.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","\ce{AgNO3}: 1, \ce{Al(NO3)3}: 1, \ce{BaCl2}: 0, \ce{CuSO4}: 0, \ce{FeCl3}: 1, \ce{H2SO4}: 0, \ce{HNO3}: 1, \ce{K2Cr2O7}: 0, \ce{K2CrO4}: 0, \ce{KI}: 1, \ce{KMnO4}: 0, \ce{NH4OH}: 1, \ce{Na2CO3}: 1, \ce{Na2SO4}: 0, \ce{Na2S}: 0, \ce{Pb(NO3)2}: 0"
stolaf-72-safety_stolaf_72,Toxicity/Safety,Knowledge,difficulty-basic,Which of the following are true for phosphoric acid?,../data/safety/stolaf/72.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","is a weak acid, so it is not toxic: 0, should never be tasted: 0, though a component of soft drinks, reacts vigorously with water when in concentrated form: 1"
stolaf-78-safety_stolaf_78,Toxicity/Safety,Reasoning,difficulty-basic,Which of the following compounds are capable of producing hazardous explosive peroxides?,../data/safety/stolaf/78.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","cyclohexene: 1, cyclooctene: 1, decalin: 1, ethyl ether: 1, isopropyl ether: 1, para dioxane: 1, tetralin: 1"
reactions-25-reaction_25,Materials Science,Knowledge and Reasoning,difficulty-advanced,What technique could you use to create a hierarchical pore structure from a carbonaceous precursor?,../data/reactions/25.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Chemical activation using chemicals such as phosphoric acid, potassium hydroxide, or zinc chloride and heating to high temperatures: 0, Freeze drying of a carbonaceous precursor solution and sublimating the solvent under vacuum: 0, Hydrothermal carbonization at moderate temperatures and high pressures, under saturated steam conditions, in a sealed reactor: 1, Physical activation at high temperatures in the presence of an oxidizing agent such as steam or carbon dioxide: 0"
reactive_groups-11_1-reactive_groups_11,Organic Chemistry,Reasoning,difficulty-basic,What effect do cyanides have on enzymes?,../data/reactive_groups/11_1.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","They activate enzymes: 0, They have no effect on enzymes: 0, They inactivate enzymes: 1, They inhibit enzymes: 0"
